Наименование,Цена,Ед,Вариант,Артикул,Бренд
Электроды АНО-21 (3.0 мм),341.78,₽/кг,,,
Электроды АНО-21 (2.5 мм),541.76,₽/кг,,,
Электроды АНО-21 (2.0 мм),561.16,₽/кг,,,
Электроды ОЗС-12 (6.0 мм),332.09,₽/кг,,,
Электроды ОЗС-12 (4.0-5.0 мм),334.51,₽/кг,,,
Электроды ОЗС-12 (3.0 мм),352.69,₽/кг,,,
Электроды ОЗС-12 (2.5 мм),546.61,₽/кг,,,
Электроды ОЗС-12 (2.0 мм),564.79,₽/кг,,,
Электроды ОК-46 (4.0-5.0 мм),345.42,₽/кг,,,
Электроды ОК-46 (3.0 мм),362.39,₽/кг,,,
Электроды ОК-46 (2.5 мм),564.79,₽/кг,,,
Электроды ОК-46 (2.0 мм),582.97,₽/кг,,,
Электроды АНО-6 (6.0 мм),254.52,₽/кг,,,
Электроды АНО-6 (4.0-5.0 мм),253.31,₽/кг,,,
Электроды АНО-6 (3.0 мм),255.73,₽/кг,,,
Электроды МР-3 К красные (4.0-5.0 мм),351.48,₽/кг,,,
Электроды МР-3 К красные (3.0 мм),358.75,₽/кг,,,
Электроды МР-3 К красные (2.5 мм),492.07,₽/кг,,,
Электроды МР-3 К красные (2.0 мм),528.43,₽/кг,,,
"Электроды МР-3, АНО-4, ОЗС-4 (6.0 мм)",254.52,₽/кг,,,
"Электроды МР-3, АНО-4, ОЗС-4 (4.0-5.0 мм)",250.88,₽/кг,,,
"Электроды МР-3, АНО-4, ОЗС-4 (3.0 мм)",255.73,₽/кг,,,
"Электроды МР-3, АНО-4, ОЗС-4 (2.5 мм)",473.89,₽/кг,,,
"Электроды МР-3, АНО-4, ОЗС-4 (2.0 мм)",510.25,₽/кг,,,
Электроды ОЗР-1 4-5 мм,238.76,₽/кг,,,
"Электроды ОЗР-1 3,0 мм",249.67,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-898/21, 4-5 мм",2670.04,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-898/21, 3 мм",2720.94,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЦЛ-25/2, 4-5 мм",2701.55,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЦЛ-25/2, 3 мм",2757.3,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЦЛ-25/1, 4-5 мм",2701.55,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЦЛ-25/1, 3 мм",2757.3,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗИО-8, 4-5 мм",2591.26,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗИО-8, 3 мм",2607.01,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-400/10У НАКС, 4-5 мм",2323.4,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-400/10У НАКС, 3 мм",2399.76,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-400/10У НАКС, 2 мм",3728.11,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-400/10Т НАКС, 4-5 мм",1232.6,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-400/10Т НАКС, 3 мм",2398.55,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-400/10Т НАКС, 2 мм",3726.9,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-395/9 НАКС, 4-5 мм",4005.66,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-395/9 НАКС, 3 мм",4061.41,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-395/9 НАКС, 2 мм",4225.03,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-981/15, 4-5 мм",3726.9,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЗА-981/15, 3 мм",3743.87,₽/кг,,,
"Электроды для сварки высоколегированных сталей ОЗЛ-25Б, 4-5 мм",10305.64,₽/кг,,,
"Электроды для сварки высоколегированных сталей ОЗЛ-25Б, 3 мм",10305.64,₽/кг,,,
"Электроды для сварки высоколегированных сталей НИАТ-5, 4-5 мм",4014.5,₽/кг,,,
"Электроды для сварки высоколегированных сталей НИАТ-5, 3 мм",4048.08,₽/кг,,,
"Электроды для сварки высоколегированных сталей НИАТ-5, 2 мм",4657.72,₽/кг,,,
"Электроды для сварки высоколегированных сталей НИАТ-1, 4-5 мм",2420.36,₽/кг,,,
"Электроды для сварки высоколегированных сталей НИАТ-1, 3 мм",2443.39,₽/кг,,,
"Электроды для сварки высоколегированных сталей АНЖР-2, 4 мм",13228.98,₽/кг,,,
"Электроды для сварки высоколегированных сталей АНЖР-2, 3 мм",13570.76,₽/кг,,,
"Электроды для сварки высоколегированных сталей АНЖР-1, 4 мм",12767.21,₽/кг,,,
"Электроды для сварки высоколегированных сталей АНЖР-1, 3 мм",12784.18,₽/кг,,,
"Электроды для сварки высоколегированных сталей ОЗЛ-17У НАКС, 4 мм",3877.19,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-17У НАКС 3 мм,3976.57,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-9А 4 мм,2570.65,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-9А 3 мм,2639.74,₽/кг,,,
Электроды для сварки высоколегированных сталей ЦТ-28 НАКС 4-5 мм,13610.76,₽/кг,,,
Электроды для сварки высоколегированных сталей ЦТ-28 НАКС 3 мм,13610.76,₽/кг,,,
Электроды для сварки высоколегированных сталей НИИ-48Г НАКС 4-5 мм,2242.2,₽/кг,,,
Электроды для сварки высоколегированных сталей НИИ-48Г НАКС 3 мм,2353.7,₽/кг,,,
Электроды для сварки высоколегированных сталей НЖ-13 НАКС 4-5 мм,1980.41,₽/кг,,,
Электроды для сварки высоколегированных сталей НЖ-13 НАКС 3 мм,2001.01,₽/кг,,,
"Электроды для сварки высоколегированных сталей НЖ-13 НАКС 2,5 мм",2181.6,₽/кг,,,
Электроды для сварки высоколегированных сталей НЖ-13 НАКС 2 мм,2397.34,₽/кг,,,
Электроды для сварки высоколегированных сталей ЦЛ-11 (св.07X19H10Б) НАКС 4-5 мм,1628.93,₽/кг,,,
Электроды для сварки высоколегированных сталей ЦЛ-11 (св.07X19H10Б) НАКС 3 мм,1651.96,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЦЛ-11 (св.07X19H10Б) НАКС 2,5 мм",1935.56,₽/кг,,,
Электроды для сварки высоколегированных сталей ЦЛ-11 (св.07X19H10Б) НАКС 2 мм,2421.58,₽/кг,,,
Электроды для сварки высоколегированных сталей ЦТ-15 НАКС 4-5 мм,1618.02,₽/кг,,,
Электроды для сварки высоколегированных сталей ЦТ-15 НАКС 3 мм,1648.32,₽/кг,,,
"Электроды для сварки высоколегированных сталей ЦТ-15 НАКС 2,5 мм",1986.47,₽/кг,,,
Электроды для сварки высоколегированных сталей ЦТ-15 НАКС 2 мм,2426.42,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-14 4-5 мм,2179.18,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-14 3 мм,2267.65,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-8 4-5 мм,1466.52,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-8 3 мм,1519.85,₽/кг,,,
"Электроды для сварки высоколегированных сталей ОЗЛ-8 2,5 мм",2239.78,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-8 2 мм,2567.02,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-6 4-5 мм,1804.67,₽/кг,,,
Электроды для сварки высоколегированных сталей ОЗЛ-6 3 мм,1820.42,₽/кг,,,
"Электроды для сварки высоколегированных сталей ОЗЛ-6 2,5 мм",2237.35,₽/кг,,,
"Электроды для сварки высоколегированных сталей ОЗЛ-6 2,0 мм",2906.38,₽/кг,,,
"Электроды для наплавки НР-70, 4 мм",303,₽/кг,,,
"Электроды для наплавки НР-70, 3 мм",315.12,₽/кг,,,
"Электроды для наплавки ЦНИИН-4, 4 мм",1584.08,₽/кг,,,
"Электроды для наплавки УОНИИ 13/НЖ (20Х13, 12Х13), 4-5 мм",1107.77,₽/кг,,,
"Электроды для наплавки УОНИИ 13/НЖ (20Х13, 12Х13), 3 мм",1172,₽/кг,,,
"Электроды для наплавки ОЗН-400М, 4-5 мм",301.79,₽/кг,,,
"Электроды для наплавки ОЗН-400М, 3 мм",304.21,₽/кг,,,
"Электроды для наплавки ОЗН-300М, 4-5 мм",301.79,₽/кг,,,
"Электроды для наплавки ОЗН-300М, 3 мм",352.69,₽/кг,,,
"Электроды для наплавки Т-620, 5 мм",481.16,₽/кг,,,
"Электроды для наплавки Т-620, 4 мм",481.16,₽/кг,,,
"Электроды для наплавки Т-620, 3 мм",499.34,₽/кг,,,
"Электроды для наплавки Т-590, 5 мм",481.16,₽/кг,,,
"Электроды для наплавки Т-590, 4 мм",481.16,₽/кг,,,
"Электроды для наплавки Т-590, 3 мм",499.34,₽/кг,,,
"Электроды для наплавки ЦН-12М, 4-5 мм",2483.39,₽/кг,,,
"Электроды для наплавки ЦН-12М, 3 мм",2497.93,₽/кг,,,
"Электроды для наплавки ЦН-6Л НАКС, 4-5 мм",1904.05,₽/кг,,,
"Электроды для наплавки ЦН-6Л НАКС, 3 мм",1921.02,₽/кг,,,
"Электроды для сварки и наплавки чугуна ЦЧ-4, 4-5 мм",950.21,₽/кг,,,
"Электроды для сварки и наплавки чугуна ЦЧ-4, 3 мм",979.3,₽/кг,,,
"Электроды для сварки и наплавки чугуна МНЧ-2, 4-5 мм",8561.57,₽/кг,,,
"Электроды для сварки и наплавки чугуна МНЧ-2, 3 мм",8561.57,₽/кг,,,
"Электроды для сварки и наплавки чугуна ОЗЧ-2, 4-5 мм",2815.48,₽/кг,,,
"Электроды для сварки и наплавки чугуна ОЗЧ-2, 3 мм",2888.2,₽/кг,,,
"Электроды для цветных металлов комсомолец 100, 4-5 мм",2496.72,₽/кг,,,
"Электроды для цветных металлов комсомолец 100, 3 мм",2529.44,₽/кг,,,
"Электроды для сварки легированных теплоустойчивых сталей ТМЛ-3У НАКС, 4-5 мм",412.08,₽/кг,,,
"Электроды для сварки легированных теплоустойчивых сталей ТМЛ-3У НАКС, 3 мм",432.68,₽/кг,,,
"Электроды для сварки легированных теплоустойчивых сталей ТМЛ-1У НАКС, 4-5 мм",370.87,₽/кг,,,
"Электроды для сварки легированных теплоустойчивых сталей ТМЛ-1У НАКС, 3 мм",380.57,₽/кг,,,
Ванна акрил. ИМПЕРИАЛ 150-150 с Г/М с карк б/п б/сиф,89483.98,₽/шт,,,
Ванна акрил. РИО 150-70 с ножк Стандарт б/пан б/сиф,11887.7,₽/шт,,,
"Панель для ванны ""ВАS"" КЭМЕРОН торцевая правая",3159.28,₽/шт,,,
"Панель для ванны ""ВАS"" МЕГА",12617.93,₽/шт,,,
Рама д/ванны VIRGO 180 K-RW-VIRGO*180n,5007.58,₽/шт,,,
"Ножки для ванны тип 01 ZP-SEPW1000001 ""Cersanit""",1263.51,₽/шт,,,
"Ванна сталь ""ВИЗ"" 140х70/40 Antika с нож.",10534.3,₽/шт,,,
"Ванна сталь ""ВИЗ"" 150х70/40 Antika с нож.",10354.52,₽/шт,,,
"Ванна чуг 200-85/46 MAXIMA с ручками с ножками ""GOLDMAN""",121705,₽/шт,,,
"Ванна чуг 120х70/40 CLASSIC с ножками TU/ZYA-8-2 ""GOLDMAN""",14695.5,₽/шт,,,
Сифон для ванны 63087 VIRGO Квик Клак,3322.9,₽/шт,,,
Сифон для ванны 63088 MITO с пробкой,999.9,₽/шт,,,
Рама для экрана 170 см розовая,1313,₽/шт,,,
Рама для экрана 150 см СТАЙЛ белая,636.3,₽/шт,,,
Шторка для ванны ЛАГУНА 170-110 4х створ. пласт. космос,24706.62,₽/шт,,,
"Шторка для ванны ""AOCLEAR"" ACB-54 85см 1-эл. хром-прозр",7828.51,₽/шт,,,
"Поддон стальной ""ВИЗ"" 90- 90/15",5050,₽/шт,,,
"Поддон стальной ""Corso"" 80-80/ 8 (0,8мм)",1767.5,₽/шт,,,
"Поддон чугунный 80-80/16,7 ПДЧм-800 КЛАССИК без сиф",15615.44,₽/шт,,,
"Поддон акриловый 120*90 (h3)""GROHE"" прямоуг",60739.38,₽/шт,,,
"Поддон акриловый 80-80 (h13.5) ""CORSO"" 1/4 круга. Н/П OSK-01/15",6363,₽/шт,,,
"Сифон для поддона ""ORIO"" пласт вып 1 1/2*40",156.55,₽/шт,,,
"Душ. кабина ""AOCLEAR"" 150/230 AKL-2300G графит/хр тонир",86479.23,₽/шт,,,
"Душ. кабина ""AOCLEAR"" 100/210 A-008 В/П Г/М мат/хр п/кр.",42563.42,₽/шт,,,
Душ. каб CORSO 80*80/195 D101 Н/П мат/ал п/кр б/кр,13085.56,₽/шт,,,
Душ. шторка ПАНДОРА 90 PNT трапец. стекло,34592.5,₽/шт,,,
